,date,data,data_forecast,min_forecast,max_forecast,rendimiento_data,rendimiento_forecast
0,2013-12-31,100.0,,,,,
1,2014-01-31,100.0,,,,0.0,
2,2014-02-28,100.0,,,,0.0,
3,2014-03-31,100.0,,,,0.0,
4,2014-04-30,100.0,,,,0.0,
5,2014-05-31,100.0,,,,0.0,
6,2014-06-30,100.0,,,,0.0,
7,2014-07-31,100.0,,,,0.0,
8,2014-08-31,100.0,,,,0.0,
9,2014-09-30,100.0,,,,0.0,
10,2014-10-31,100.0,,,,0.0,
11,2014-11-30,100.0,,,,0.0,
12,2014-12-31,100.0,,,,0.0,
13,2015-01-31,100.0,,,,0.0,
14,2015-02-28,100.0,,,,0.0,
15,2015-03-31,100.0,,,,0.0,
16,2015-04-30,100.0,,,,0.0,
17,2015-05-31,100.0,,,,0.0,
18,2015-06-30,100.0,,,,0.0,
19,2015-07-31,100.0,,,,0.0,
20,2015-08-31,100.0,,,,0.0,
21,2015-09-30,100.0,,,,0.0,
22,2015-10-31,100.0,,,,0.0,
23,2015-11-30,100.2932944723,,,,0.002932944722999986,
24,2015-12-31,100.747296716,,,,0.004526745741963545,
25,2016-01-31,101.219640251,,,,0.004688399097511509,
26,2016-02-29,101.7376077479,,,,0.005117262772477371,
27,2016-03-31,102.3259740007,,,,0.0057831736545048695,
28,2016-04-30,102.8833611781,,,,0.005447171970199838,
29,2016-05-31,103.502925017,,,,0.00602200231218597,
30,2016-06-30,104.1085783078,,,,0.0058515572453679,
31,2016-07-31,104.756705149,,,,0.006225489308707921,
32,2016-08-31,105.4794071853,,,,0.0068988618463330376,
33,2016-09-30,106.1734819451,,,,0.006580192080342995,
34,2016-10-31,106.8664907833,,,,0.006527136771857345,
35,2016-11-30,107.5369356199,,,,0.006273667561139673,
36,2016-12-31,108.2951367196,,,,0.007050610986163219,
37,2017-01-31,109.020454022,,,,0.006697598104317581,
38,2017-02-28,109.658259023,,,,0.005850324204954127,
39,2017-03-31,110.3607988611,,,,0.006406629508431738,
40,2017-04-30,110.9413550592,,,,0.005260529137984138,
41,2017-05-31,111.6491899508,,,,0.0063802618169057634,
42,2017-06-30,112.238927514,,,,0.005282058593169214,
43,2017-07-31,112.8957226822,,,,0.005851759124463118,
44,2017-08-31,113.4666635964,,,,0.005057241325317374,
45,2017-09-30,114.0032511236,,,,0.004729032388831378,
46,2017-10-31,114.5769935229,,,,0.005032684538776477,
47,2017-11-30,115.1218900247,,,,0.004755723509982657,
48,2017-12-31,115.6350962733,,,,0.004457938003709749,
49,2018-01-31,116.2201948994,,,,0.005059870618494111,
50,2018-02-28,116.6910568708,,,,0.004051464307107455,
51,2018-03-31,117.2008001024,,,,0.00436831446444419,
52,2018-04-30,117.7355875615,,,,0.004563001776717757,
53,2018-05-31,118.2149879161,,,,0.004071838978588982,
54,2018-06-30,118.6142577775,,,,0.0033774893390283722,
55,2018-07-31,119.0862820265,,,,0.003979489968949812,
56,2018-08-31,119.5748119413,,,,0.004102318978195019,
57,2018-09-30,119.9967113978,,,,0.0035283305041460267,
58,2018-10-31,120.4573229974,,,,0.0038385351917940014,
59,2018-11-30,120.8720418229,,,,0.003442869351404587,
60,2018-12-31,121.3405224008,,,,0.003875839034690909,
61,2019-01-31,121.8272767072,,,,0.004011473634440099,
62,2019-02-28,122.2767095876,,,,0.0036890989649236428,
63,2019-03-31,122.7521421512,,,,0.0038881694249337517,
64,2019-04-30,123.263821007,,,,0.004168390439734493,
65,2019-05-31,123.7570040413,,,,0.004001036397143443,
66,2019-06-30,124.1914045897,,,,0.0035101087955800025,
67,2019-07-31,124.7022063256,,,,0.0041130200402159645,
68,2019-08-31,125.1833714325,,,,0.0038585131817447937,
69,2019-09-30,125.6656789193,,,,0.0038528079351183298,
70,2019-10-31,126.144579594,,,,0.0038109106545116678,
71,2019-11-30,126.6087026195,,,,0.0036792942431120856,
72,2019-12-31,127.173269043,,,,0.004459143896266893,
73,2020-01-31,127.7348502498,,,,0.0044158745861138105,
74,2020-02-29,128.2138555569,,,,0.0037499970146224193,
75,2020-03-31,128.7847531752,,,,0.004452698312676695,
76,2020-04-30,129.2727418684,,,,0.003789180637991718,
77,2020-05-31,129.9416914031,,,,0.005174714522424129,
78,2020-06-30,130.3837298507,,,,0.003401821561862972,
79,2020-07-31,130.7558692235,,,,0.002854185665850606,
80,2020-08-31,131.0980613856,,,,0.0026170309916648815,
81,2020-09-30,131.3902620932,,,,0.0022288713083296052,
82,2020-10-31,131.6324519709,,,,0.0018432863580728487,
83,2020-11-30,131.841976635,,,,0.0015917401899214756,
84,2020-12-31,132.0622946518,,,,0.0016710764084637564,
85,2021-01-31,132.2714413346,,,,0.0015836971737577255,
86,2021-02-28,132.452784971,,,,0.0013709961467891496,
87,2021-03-31,132.610407811,,,,0.0011900303948648716,
88,2021-04-30,132.8359294619,,,,0.0017006331148716747,
89,2021-05-31,133.0085882388,,,,0.0012997897300783823,
90,2021-06-30,133.2660358599,,,,0.0019355714131614743,
91,2021-07-31,133.5050962429,,,,0.001793858288478889,
92,2021-08-31,133.7408478332,,,,0.0017658621051519496,
93,2021-09-30,133.9407637285,,,,0.0014948005679560339,
94,2021-10-31,134.1494364534,,,,0.001557947850162833,
95,2021-11-30,134.4457232373,,,,0.0022086323411647513,
96,2021-12-31,134.8170896277,,,,0.002762203076884351,
97,2022-01-31,135.0657562851,,,,0.0018444743028254162,
98,2022-02-28,135.4316033843,,,,0.002708659169151195,
99,2022-03-31,135.9686941893,,,,0.003965771589338418,
