,unique_id,ds,NHITS - FR,NHITS,NHITS - mean
0,1,2023-05-31,224.1483508425025,229.76844787597656,226.95839935923954
1,1,2023-06-30,225.587964320733,233.86778259277344,229.72787345675323
2,1,2023-07-31,223.1921865603217,243.2963409423828,233.24426375135226
3,1,2023-08-31,222.60226085136347,255.7364959716797,239.16937841152156
4,1,2023-09-30,225.75312380804112,258.755859375,242.25449159152055
5,1,2023-10-31,230.33552809073822,258.2322692871094,244.28389868892378
