,date,data,data_forecast,min_forecast,max_forecast,rendimiento_data,rendimiento_forecast
0,2013-12-31,92.38734303107502,,,,,
1,2014-01-31,92.70433911996531,,,,0.0034311636041277627,
2,2014-02-28,92.97447641967383,,,,0.002913966080476005,
3,2014-03-31,93.26773109063639,,,,0.003154141676892541,
4,2014-04-30,93.52081227734385,,,,0.002713491405312851,
5,2014-05-31,93.79884443024129,,,,0.0029729441621284547,
6,2014-06-30,94.03853215910374,,,,0.002555337758352705,
7,2014-07-31,94.37322175019833,,,,0.0035590686435675867,
8,2014-08-31,94.68583058865416,,,,0.003312473948206218,
9,2014-09-30,95.0092596952957,,,,0.003415813164766135,
10,2014-10-31,95.37146428560168,,,,0.0038123083104488753,
11,2014-11-30,95.71918586535979,,,,0.0036459708610199204,
12,2014-12-31,96.12000216632107,,,,0.0041874186176746875,
13,2015-01-31,96.51767643239491,,,,0.0041372685925009645,
14,2015-02-28,96.865690414123,,,,0.0036057020288076114,
15,2015-03-31,97.25585353373855,,,,0.0040278773417865565,
16,2015-04-30,97.62811185082971,,,,0.003827618632353369,
17,2015-05-31,97.97450685177272,,,,0.003548107142257173,
18,2015-06-30,98.35683188935428,,,,0.0039022910129060673,
19,2015-07-31,98.74021020191144,,,,0.003897831042264821,
20,2015-08-31,99.1221974031579,,,,0.0038686083457322162,
21,2015-09-30,99.4860902158726,,,,0.003671153608859612,
22,2015-10-31,99.87586866949069,,,,0.003917919105799861,
23,2015-11-30,100.2932945,,,,0.004179446307402523,
24,2015-12-31,100.7472967,,,,0.004526745304991531,
25,2016-01-31,101.2196403,,,,0.004688399743434379,
26,2016-02-29,101.7376077,,,,0.005117261812676022,
27,2016-03-31,102.325974,,,,0.005783174121166246,
28,2016-04-30,102.8833612,,,,0.005447172191099803,
29,2016-05-31,103.502925,,,,0.006022001932806331,
30,2016-06-30,104.1085783,,,,0.005851557335215363,
31,2016-07-31,104.7567051,,,,0.006225488913433663,
32,2016-08-31,105.4794072,,,,0.006898862457635602,
33,2016-09-30,106.1734819,,,,0.006580191512490785,
34,2016-10-31,106.8664908,,,,0.006527137356696189,
35,2016-11-30,107.5369356,,,,0.006273667217675749,
36,2016-12-31,108.2951367,,,,0.007050610990257722,
37,2017-01-31,109.020454,,,,0.006697598083368117,
38,2017-02-28,109.658259,,,,0.005850324196962076,
39,2017-03-31,110.3607989,,,,0.006406630074256459,
40,2017-04-30,110.9413551,,,,0.00526052915334585,
41,2017-05-31,111.64919,,,,0.006380261890275074,
42,2017-06-30,112.2389275,,,,0.005282058024782765,
43,2017-07-31,112.8957227,,,,0.00585175940851701,
44,2017-08-31,113.4666636,,,,0.005057241198740403,
45,2017-09-30,114.0032511,,,,0.0047290321489632525,
46,2017-10-31,114.5769935,,,,0.00503268454595851,
47,2017-11-30,115.12189,,,,0.004755723495223352,
48,2017-12-31,115.6350963,,,,0.004457938451149612,
49,2018-01-31,116.2201949,,,,0.005059870391615595,
50,2018-02-28,116.6910569,,,,0.004051464553171291,
51,2018-03-31,117.2008001,,,,0.004368314192550571,
52,2018-04-30,117.7355876,,,,0.004563002125784976,
53,2018-05-31,118.2149879,,,,0.004071838513506565,
54,2018-06-30,118.6142578,,,,0.0033774896660121456,
55,2018-07-31,119.086282,,,,0.003979489555091087,
56,2018-08-31,119.5748119,,,,0.0041023188548283684,
57,2018-09-30,119.9967114,,,,0.0035283308691536064,
58,2018-10-31,120.457323,,,,0.003838535195057169,
59,2018-11-30,120.8720418,,,,0.0034428691396370947,
60,2018-12-31,121.3405224,,,,0.0038758392182631773,
61,2019-01-31,122.2108188764,,,,0.0071723481915717535,
62,2019-02-28,122.6768788486,,,,0.003813573761185296,
63,2019-03-31,123.1679619618,,,,0.004003061683742981,
64,2019-04-30,123.6939251573,,,,0.004270292266937981,
65,2019-05-31,124.205083817,,,,0.004132447564017205,
66,2019-06-30,124.6471279682,,,,0.0035589859739662,
67,2019-07-31,125.1604728254,,,,0.00411838496055017,
68,2019-08-31,125.6449527226,,,,0.0038708698222629234,
69,2019-09-30,126.1348297523,,,,0.003898899391379107,
70,2019-10-31,126.6064992944,,,,0.00373940760871716,
71,2019-11-30,127.0549539784,,,,0.0035421142397848993,
72,2019-12-31,127.6299792243,,,,0.0045257994898630916,
73,2020-01-31,128.202542843,,,,0.004486121694760703,
74,2020-02-29,128.6959583062,,,,0.0038487182255366736,
75,2020-03-31,129.2656645176,,,,0.004426760707158417,
76,2020-04-30,129.7511517442,,,,0.0037557322620185296,
77,2020-05-31,130.5225650173,,,,0.005945328906373115,
78,2020-06-30,131.0145357045,,,,0.0037692385767533754,
79,2020-07-31,131.432673251,,,,0.0031915355365081943,
80,2020-08-31,131.8089419335,,,,0.0028628245412114506,
81,2020-09-30,132.151490823,,,,0.0025988289146028354,
82,2020-10-31,132.4194406056,,,,0.0020275956096391656,
83,2020-11-30,132.6520759007,,,,0.0017568062063704204,
84,2020-12-31,132.8919337516,,,,0.0018081726144982824,
85,2021-01-31,133.1190846349,,,,0.0017092902246766961,
86,2021-02-28,133.3243415389,,,,0.0015419044126014914,
87,2021-03-31,133.469497451,,,,0.001088742763883488,
88,2021-04-30,133.7219797447,,,,0.0018916853552453095,
89,2021-05-31,133.885031674,,,,0.0012193352926070933,
90,2021-06-30,134.1635199975,,,,0.0020800557016567023,
91,2021-07-31,134.4099895679,,,,0.00183708336218813,
92,2021-08-31,134.6692493949,,,,0.0019288732023077237,
93,2021-09-30,134.8690675127,,,,0.0014837694477236596,
94,2021-10-31,135.0620510552,,,,0.0014308955052411143,
